74,74,60,15,15,60,15,60,15,15,61,15,15,15,60,61,15,15,15,15,15,61,61,15,61,61,61,15,15,15,15,61,14,15,15,15,15,15,15,15,15,15,15,17,15,60,60,60,15,15,61,60,60,61,60,60,60,61,60,15,61,60,15,61,60,60,15,15,15,61,15,61,60,15,61,15,60,15,60,15,15,61,61,61,61,15,61,61,60,61,60,60,60,60,60,61,61,60,77,60
15,76,60,60,61,60,60,60,61,60,61,15,61,61,60,61,15,15,61,60,60,61,60,60,60,15,60,15,15,61,15,60,14,15,15,15,15,15,15,15,15,15,15,17,61,15,61,15,61,61,60,15,61,60,15,60,60,60,61,15,61,61,15,61,61,60,61,60,15,61,60,61,15,60,60,61,61,61,61,61,60,60,15,15,61,15,61,15,61,15,15,60,60,60,15,15,61,15,74,76
61,77,15,60,15,60,61,61,61,60,61,61,61,61,15,60,15,60,15,15,60,15,15,60,15,15,61,60,60,61,15,61,14,15,15,15,15,15,15,15,15,15,15,17,15,15,61,15,60,61,61,15,60,15,61,15,15,15,15,15,61,61,60,61,60,15,61,15,15,61,60,61,61,61,61,60,15,15,15,15,15,15,60,61,15,61,15,61,60,15,61,60,15,15,15,61,60,60,76,75
15,74,15,15,61,60,60,15,60,60,60,61,15,61,15,61,15,61,15,61,60,60,15,60,15,15,61,60,60,15,75,15,14,15,15,15,15,15,15,15,15,15,15,17,15,61,15,60,15,60,60,61,61,15,60,15,15,15,60,61,15,61,15,61,60,15,60,15,60,15,60,15,61,15,61,60,60,61,61,60,15,15,61,60,61,60,61,15,60,15,61,61,61,61,15,15,60,61,61,76
74,74,60,60,60,15,15,15,61,15,61,15,15,60,60,60,60,15,15,15,15,15,15,61,61,0,1,1,32,1,1,31,43,15,15,15,15,15,15,15,15,15,15,17,61,15,60,15,15,60,61,61,61,15,61,60,60,61,61,60,60,15,60,60,15,61,61,15,15,15,61,60,15,61,61,60,61,15,61,15,15,61,60,61,60,60,60,60,15,60,60,15,15,61,60,60,60,60,60,76
76,76,61,61,15,60,15,60,15,60,15,61,15,15,61,60,61,15,60,15,61,60,61,61,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,61,15,61,15,61,15,15,15,61,60,60,60,60,60,61,60,61,61,61,15,60,60,61,60,15,15,61,15,61,60,15,61,60,60,60,61,60,15,61,15,60,15,15,15,15,60,60,61,60,61,15,60,61,61,75
77,15,61,60,60,15,60,61,61,15,15,60,61,60,61,60,61,15,61,61,15,60,60,15,61,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,60,15,61,15,15,15,61,15,60,61,15,60,15,60,15,61,61,61,61,60,60,61,15,61,15,61,60,15,61,60,60,60,60,60,61,15,15,61,60,15,60,61,61,61,60,60,15,61,60,60,61,15,60,61,74,76
76,76,61,60,61,15,15,15,60,61,15,61,15,60,15,15,61,60,60,60,61,61,61,15,60,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,60,60,61,15,61,61,60,15,61,15,61,61,60,61,61,15,15,60,61,15,61,60,15,60,61,15,15,61,61,61,61,15,61,15,61,61,60,61,60,60,60,61,61,60,15,60,60,61,60,61,61,61,15,15,60,61
77,75,60,15,60,61,61,60,60,15,60,61,60,15,61,60,61,61,60,60,15,60,15,15,61,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,60,61,15,60,60,15,60,15,61,60,61,15,15,61,15,15,60,60,61,60,60,60,15,60,15,15,61,61,61,60,15,15,61,61,60,60,60,61,61,15,15,15,61,60,15,60,15,61,15,15,61,15,15,74,61
75,15,15,60,61,60,15,15,61,15,15,60,61,61,15,15,61,60,15,60,15,61,15,15,60,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,61,15,60,60,15,15,60,15,60,15,15,15,15,61,15,15,61,60,61,60,61,61,61,15,61,15,15,61,15,15,60,60,15,61,60,61,61,15,15,61,15,61,15,60,60,15,60,15,61,61,15,15,60,60,74
77,61,60,15,61,15,60,15,61,15,61,15,60,61,61,60,15,60,60,15,15,15,61,15,61,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,60,60,61,60,15,60,15,61,60,60,15,15,60,61,15,61,60,60,15,60,61,61,60,15,60,61,61,15,60,15,15,61,60,61,60,15,15,15,61,60,15,15,60,61,61,15,60,61,15,15,15,15,61,60,75,75
76,60,60,15,60,60,61,61,15,61,60,15,61,15,61,60,60,15,15,61,15,61,60,60,60,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,61,60,60,61,61,15,15,15,60,60,15,60,61,60,61,60,60,60,15,15,15,60,61,15,60,61,61,15,15,60,61,61,61,60,15,61,61,15,60,61,15,60,60,61,15,15,15,61,15,61,61,15,15,60,76,60
74,77,15,15,61,61,60,60,61,15,15,60,15,15,15,61,61,15,61,60,61,15,60,61,60,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,61,61,61,60,60,60,60,15,15,60,60,60,60,15,15,60,15,61,60,61,60,15,61,15,61,60,60,60,15,15,15,61,15,60,61,15,60,60,15,61,60,61,15,15,60,60,15,60,15,15,15,15,61,60,76,77
61,15,15,60,15,60,61,61,15,15,60,15,61,60,61,61,61,61,15,60,61,61,60,61,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,60,61,15,15,15,15,15,61,15,60,61,60,60,60,60,61,15,60,60,60,15,60,61,15,61,61,60,15,61,61,60,60,15,60,60,15,61,15,60,60,61,61,61,60,60,61,61,60,60,60,15,61,60,61,60,76
75,74,60,61,15,61,15,15,61,61,61,60,60,15,15,61,61,60,60,60,15,61,60,60,60,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,61,15,60,61,61,60,15,60,60,15,61,15,61,60,15,60,60,60,15,61,60,15,15,61,60,15,61,60,61,60,61,15,15,60,15,60,60,15,61,60,15,61,60,15,60,15,60,61,15,61,61,15,15,75,77
75,75,60,15,15,60,60,60,15,15,15,60,60,61,60,60,60,60,15,15,61,60,60,60,61,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,60,61,61,15,61,60,15,60,15,60,60,61,61,60,61,61,15,60,60,60,15,15,60,15,60,15,61,61,61,60,60,61,15,61,60,60,60,60,61,61,61,60,15,15,61,61,15,15,60,15,15,15,15,15,15
61,75,15,61,15,60,60,15,15,60,15,15,60,60,15,15,15,15,15,15,15,60,60,15,61,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,15,15,60,60,60,60,61,15,15,61,15,61,15,61,61,15,61,60,60,61,15,60,60,61,15,61,15,60,15,60,61,61,60,61,61,61,61,60,15,60,61,61,15,15,60,61,15,15,60,61,61,61,60,76,61
61,74,15,15,15,15,15,61,15,61,15,61,61,15,15,60,60,15,60,61,15,61,61,61,60,15,60,61,61,60,61,61,60,15,61,15,61,61,60,60,60,60,15,60,60,15,61,61,15,15,15,15,15,60,15,60,15,60,15,61,61,61,61,61,61,61,15,60,60,15,60,15,15,60,60,60,60,61,15,60,61,60,15,15,61,61,15,61,15,60,60,61,60,60,61,61,60,60,61,74
60,76,61,15,61,60,61,15,60,60,60,15,60,15,60,15,15,15,60,60,61,61,15,61,15,60,61,60,60,61,61,15,61,60,60,60,61,15,61,61,60,61,61,15,15,15,61,60,60,61,15,15,61,61,15,60,60,61,15,60,15,60,60,61,60,15,15,60,61,61,61,60,60,61,15,61,60,61,60,61,60,60,15,61,15,61,15,15,61,15,15,15,61,61,60,61,15,60,74,74
60,15,15,61,15,15,60,60,60,15,61,15,61,15,61,60,61,61,15,61,15,15,61,60,61,15,61,60,61,61,15,60,60,60,60,15,15,15,60,60,61,61,60,61,60,60,60,61,61,61,15,15,15,60,60,61,15,60,61,15,15,61,60,60,61,15,60,15,60,15,15,15,15,15,61,15,15,61,60,61,61,15,60,60,61,60,15,60,61,60,60,60,15,61,61,60,60,61,61,15
15,77,60,15,15,15,15,61,60,15,15,60,60,15,61,61,15,15,61,61,61,15,15,15,15,61,60,61,60,15,15,61,61,60,15,15,15,15,61,60,61,15,60,61,60,15,60,61,60,61,61,15,61,15,15,61,15,60,60,61,15,60,61,15,61,15,15,61,61,61,15,15,60,60,60,61,61,61,15,60,61,61,61,15,61,15,61,61,15,61,61,15,15,61,15,61,60,61,60,61
76,77,15,61,61,60,61,60,61,15,60,15,15,61,61,60,15,61,61,60,60,15,61,61,61,60,61,60,60,61,61,61,60,60,61,15,60,60,61,60,15,60,60,15,61,15,60,15,60,61,15,15,15,61,61,61,61,60,61,61,15,61,61,60,15,61,60,61,60,15,61,61,60,15,60,61,15,15,15,61,60,15,61,60,15,61,15,60,61,60,61,60,60,61,60,15,60,15,75,61
15,60,61,60,61,61,61,15,60,15,61,61,60,61,15,15,61,15,61,61,60,61,60,60,15,61,60,15,60,61,60,60,61,15,61,60,60,61,15,60,61,60,15,61,15,15,60,60,60,15,61,61,60,15,61,60,61,61,60,60,60,60,60,15,60,60,15,60,60,60,61,15,15,60,15,61,60,15,15,60,61,61,60,61,61,15,15,15,15,15,61,60,60,60,60,61,15,15,60,77
61,75,60,15,61,15,61,15,61,60,60,61,15,60,15,15,61,61,61,61,60,15,15,15,15,15,61,61,61,61,15,15,61,60,15,15,60,61,15,61,61,15,61,60,15,61,61,15,61,61,15,61,60,15,60,15,15,60,15,15,60,61,61,61,15,15,60,60,60,60,15,61,15,61,15,60,15,60,60,60,61,60,61,61,60,60,61,60,61,60,60,15,61,60,15,61,61,60,61,60
61,74,60,60,15,60,60,61,15,60,15,60,61,15,60,61,60,15,60,60,61,61,60,60,15,15,61,60,61,60,60,61,61,15,61,60,61,61,60,61,61,15,15,60,15,15,15,61,61,60,60,61,60,61,61,15,61,61,61,15,61,15,61,60,15,61,61,61,15,61,61,60,60,15,61,61,15,15,61,61,15,61,60,61,60,61,60,15,15,15,61,15,61,15,61,60,15,15,15,61
61,15,60,15,60,61,61,60,61,15,61,61,60,61,60,60,61,15,60,60,15,61,60,15,60,15,61,15,61,15,60,15,15,60,15,61,15,61,60,61,61,61,60,15,15,60,61,15,61,61,61,61,60,60,60,15,60,15,61,15,15,60,60,61,15,61,15,60,15,15,15,60,60,60,61,60,60,15,61,15,61,61,15,61,61,61,15,60,15,60,15,15,15,60,15,61,15,60,76,77
15,76,61,61,61,60,15,15,60,61,15,60,15,60,61,15,61,60,60,60,60,61,61,60,15,15,60,60,15,60,15,15,15,15,61,60,61,61,60,60,60,61,15,15,60,61,61,15,61,15,61,15,15,15,60,15,15,60,60,60,60,60,61,15,61,61,61,61,61,15,61,15,61,60,61,61,60,61,61,61,60,60,15,15,60,61,61,60,15,15,60,61,61,60,60,60,15,15,75,77
61,61,15,61,15,61,60,15,15,60,61,60,15,60,61,60,15,61,61,15,61,60,60,60,60,15,61,61,61,15,60,61,15,61,15,61,60,15,15,60,61,60,15,60,15,60,61,61,60,60,15,60,60,60,15,61,61,15,15,60,15,60,61,61,61,61,15,61,61,61,61,60,60,60,61,60,15,61,60,15,61,61,15,60,15,60,15,61,15,61,61,60,60,15,15,61,61,61,77,77
61,77,61,15,60,15,60,60,61,15,61,60,15,61,15,61,60,15,15,61,61,61,15,15,61,60,60,15,61,15,61,15,15,61,15,15,15,60,60,60,61,61,60,60,15,61,15,15,15,60,15,15,61,60,61,61,61,60,15,60,15,61,15,61,61,61,15,15,15,15,61,15,15,60,60,15,61,15,15,61,60,61,61,60,60,61,61,15,61,60,15,15,60,61,61,60,60,60,75,61
75,61,15,60,60,15,15,15,15,15,61,60,15,60,61,15,60,60,60,15,61,15,15,15,60,60,60,61,60,15,61,61,15,60,60,15,61,60,60,15,15,61,61,61,60,60,61,60,60,61,60,15,61,15,61,15,60,60,60,60,15,60,60,60,15,15,61,60,15,61,60,60,61,60,60,61,61,60,15,15,15,15,15,60,15,15,61,61,15,60,61,61,61,61,61,61,15,61,75,75
15,77,15,61,15,15,61,61,61,61,61,61,61,15,15,61,61,60,15,15,15,15,60,60,60,15,60,61,61,15,61,60,61,61,60,61,15,15,61,61,60,15,61,60,61,61,61,60,61,15,15,15,60,61,61,15,61,15,60,61,61,61,61,61,61,60,60,61,61,15,61,60,61,60,61,60,60,61,61,60,61,61,60,15,15,61,60,61,60,60,60,61,60,15,60,61,15,15,15,77
76,60,61,61,60,15,61,61,60,60,60,15,15,60,15,15,15,15,15,15,61,60,60,61,60,60,60,15,61,61,61,60,61,60,15,15,15,61,15,61,15,15,60,61,15,15,60,61,60,61,15,61,61,61,15,61,61,61,15,60,15,15,15,15,15,60,60,61,15,15,61,60,15,61,15,61,15,60,60,61,15,60,61,60,15,15,61,60,61,60,60,60,61,15,60,61,60,15,15,60
77,75,15,61,60,15,60,15,61,60,61,60,15,61,15,15,61,15,15,61,60,15,61,61,61,61,60,60,15,15,60,61,60,60,61,15,60,61,15,15,15,15,15,60,15,61,60,15,60,60,15,61,61,15,15,15,60,15,61,60,60,61,61,61,60,61,61,61,60,60,60,61,60,15,61,60,61,61,15,60,15,61,60,61,60,15,15,60,15,15,61,15,61,61,61,60,60,15,61,74
77,61,15,15,15,60,15,61,60,61,15,61,60,15,60,60,61,15,60,15,15,61,15,61,15,61,60,60,15,60,15,61,61,60,60,61,61,60,15,60,61,60,60,61,61,60,60,61,15,60,15,60,60,15,61,60,15,61,61,61,15,60,15,60,60,61,61,60,61,15,60,15,61,60,15,61,61,15,61,15,15,60,15,15,15,15,60,15,61,61,60,61,60,15,15,60,61,15,61,61
77,75,60,60,61,60,61,60,15,15,60,15,61,15,61,61,15,15,61,60,15,15,15,61,60,60,61,61,15,61,15,61,15,15,61,61,61,60,61,15,15,15,61,60,61,60,61,15,61,15,60,15,60,61,61,61,60,60,60,61,61,61,60,61,15,15,61,61,60,61,60,61,61,15,60,61,15,15,61,61,15,15,61,60,15,15,61,60,15,61,15,60,15,61,60,60,60,60,60,60
74,74,15,60,60,61,15,15,61,15,61,61,60,15,61,15,61,15,15,60,15,61,61,15,60,60,15,61,60,61,61,15,61,61,15,15,15,60,60,61,15,61,15,60,61,15,15,61,60,61,61,60,60,61,61,61,60,60,15,61,60,15,15,61,15,61,60,61,60,60,15,61,61,61,61,61,61,61,15,15,15,60,61,15,15,60,60,61,61,15,60,60,61,15,15,61,61,15,77,74
77,15,61,60,60,15,60,61,60,60,60,60,61,15,61,61,61,15,60,60,15,15,15,15,60,61,61,60,15,15,61,15,15,15,61,15,60,60,61,60,61,15,61,15,61,15,61,15,15,60,15,61,15,60,61,61,61,60,15,15,61,61,61,61,61,60,60,61,61,61,15,15,15,61,61,60,15,15,61,15,60,61,15,61,15,61,15,60,61,60,15,61,60,60,61,61,60,15,75,74
75,75,61,61,15,61,60,15,61,61,60,61,60,15,61,61,15,61,60,61,61,15,15,15,61,60,61,15,60,60,61,15,60,61,15,61,60,61,15,15,15,61,60,60,15,60,60,60,60,61,61,15,15,60,15,15,60,61,60,15,15,60,60,15,61,60,60,15,15,60,15,15,61,15,61,60,61,15,15,15,60,15,61,61,15,60,15,15,15,61,15,60,15,15,15,60,60,61,74,61
74,75,15,61,60,15,61,61,15,15,61,61,15,60,15,60,61,61,61,61,15,15,15,61,15,60,15,60,60,60,61,60,60,61,15,15,15,60,60,61,15,15,15,15,60,60,61,60,15,15,15,61,15,15,15,15,61,60,61,61,61,60,60,60,60,61,60,60,60,60,60,60,60,61,15,60,15,61,15,60,61,61,60,61,15,60,61,61,60,15,61,60,15,61,60,60,60,61,61,74
76,76,61,60,60,61,60,15,60,61,60,60,15,15,15,60,15,61,15,15,60,61,61,60,60,60,61,60,61,15,61,15,60,15,60,60,61,60,61,60,15,60,15,15,15,61,60,60,60,15,60,61,15,15,60,60,61,60,15,60,15,61,61,61,61,60,15,61,15,60,15,60,61,60,61,60,60,61,15,15,60,60,61,61,60,61,60,60,60,15,61,15,60,15,60,61,61,15,75,60
77,75,15,15,15,60,60,60,60,61,61,60,60,60,60,15,61,15,61,61,15,61,60,15,15,61,60,61,15,15,61,60,61,15,15,15,61,60,60,60,60,15,15,61,15,15,61,60,61,15,15,15,61,61,15,60,15,61,15,15,61,61,61,61,60,61,61,60,60,15,60,61,15,15,15,60,60,60,60,61,61,60,61,15,60,15,60,60,15,60,60,60,60,60,60,60,15,61,76,75
77,60,61,15,60,61,60,15,61,15,15,15,61,15,61,61,60,15,15,60,60,15,61,15,61,15,61,60,61,60,61,60,60,61,60,60,61,61,60,15,61,15,61,60,60,15,15,15,15,60,60,15,15,60,61,61,61,15,15,15,60,61,60,61,60,60,61,61,61,61,15,61,15,15,61,15,61,61,61,60,15,61,60,15,15,61,15,15,61,60,60,61,15,60,15,60,15,60,75,60
77,74,15,15,60,60,61,61,15,61,15,15,60,15,61,61,61,60,15,15,15,60,60,61,60,15,15,60,15,60,61,60,15,61,15,15,60,61,15,15,60,60,61,15,60,60,60,15,60,15,15,60,15,60,61,60,60,61,60,60,61,15,61,60,61,61,60,61,60,60,61,61,15,60,60,61,61,15,61,61,60,15,61,15,61,60,15,60,61,61,61,60,15,15,60,61,61,61,61,75
61,77,61,15,15,60,61,60,60,61,60,60,61,15,15,61,60,60,60,61,60,61,61,15,61,60,60,61,15,61,60,60,15,61,60,61,15,60,61,61,61,60,61,15,61,15,60,15,60,61,61,15,15,61,61,60,60,15,61,61,15,60,61,60,60,60,61,15,61,60,15,60,15,15,15,15,61,60,61,15,61,15,60,61,60,15,61,60,15,60,61,60,60,60,15,61,15,61,76,61
77,60,61,61,15,61,60,60,60,60,60,60,60,60,61,61,60,60,60,15,15,15,15,61,15,61,60,61,60,60,61,60,61,15,60,60,61,60,61,60,60,15,15,15,15,15,60,60,15,15,60,61,15,15,15,15,61,61,60,15,61,61,60,15,60,15,60,61,60,60,15,60,61,60,61,60,60,61,15,61,61,60,15,60,15,61,61,60,60,60,60,60,61,60,60,60,60,15,15,75
77,15,60,61,60,60,61,15,61,15,60,61,61,15,60,60,60,60,15,61,15,15,60,61,15,15,61,61,61,15,60,61,60,61,61,15,60,60,61,15,60,15,60,61,61,15,15,15,61,61,61,61,60,60,60,61,15,15,60,15,61,15,60,61,60,15,61,60,61,61,60,61,15,60,61,15,61,60,15,60,60,61,60,15,15,15,15,60,60,15,61,61,60,61,61,15,15,61,74,61
60,77,60,61,61,60,15,60,61,61,61,61,15,60,15,61,61,60,60,15,15,60,61,15,60,15,15,61,15,61,60,15,61,15,60,60,60,61,61,15,61,60,61,60,61,15,60,60,61,15,61,61,61,61,61,15,15,15,15,15,61,61,60,15,60,15,61,61,60,15,15,61,60,60,15,61,15,61,60,60,15,61,60,15,61,60,60,15,15,61,15,15,61,15,15,60,15,61,75,74
77,74,60,60,60,15,60,60,60,61,60,61,15,15,15,15,15,60,60,61,15,60,60,60,61,61,61,60,15,61,61,61,15,60,60,60,61,61,60,61,60,15,61,15,60,15,60,15,60,15,15,61,15,60,60,61,61,60,60,15,15,61,61,61,15,60,60,61,15,15,60,61,15,60,60,15,61,15,61,15,15,15,60,60,15,61,61,60,60,60,61,61,61,61,60,15,61,15,76,60
75,76,15,61,60,15,15,60,15,61,15,15,61,60,61,15,61,15,61,15,60,15,61,61,60,15,61,61,15,61,61,60,15,60,15,60,15,61,15,60,15,61,61,60,60,60,61,60,60,61,60,61,60,15,61,15,61,61,15,15,60,15,61,60,60,15,61,15,60,15,61,61,61,15,60,60,61,15,60,60,15,61,15,61,15,15,60,61,60,15,61,61,60,61,61,15,60,61,74,60
61,74,61,61,61,61,15,15,60,61,61,61,61,15,60,61,15,15,61,15,60,61,15,15,15,60,61,61,60,60,60,60,61,60,15,61,61,60,61,61,60,60,15,60,61,60,15,60,15,61,60,61,61,60,61,15,61,61,61,15,61,61,61,15,61,61,15,60,60,15,15,60,61,15,61,15,15,61,60,60,60,61,61,60,60,61,60,15,61,61,15,15,60,61,15,61,15,61,15,61
74,60,15,15,61,61,61,60,60,15,61,60,60,15,15,61,61,61,61,15,60,15,61,60,61,60,15,15,61,61,15,60,60,60,60,61,60,15,60,60,60,61,15,61,60,60,61,61,15,15,61,60,60,61,15,60,15,60,60,61,61,15,60,15,60,61,61,61,61,61,60,60,15,15,15,15,61,60,61,61,15,60,61,61,60,15,61,61,60,61,60,60,61,60,15,60,15,15,15,75
60,60,61,15,15,61,61,61,61,60,60,61,61,61,60,61,60,60,60,15,60,61,60,15,15,15,60,61,15,61,61,60,60,60,15,61,15,61,61,61,60,61,15,61,60,61,15,60,15,61,15,60,15,15,15,15,61,60,15,61,60,60,15,15,15,60,15,60,15,15,60,61,15,15,15,60,61,15,60,15,15,61,15,60,15,15,60,60,15,61,15,60,61,15,61,61,61,15,76,15
76,77,15,61,61,61,61,15,15,15,15,60,15,60,60,15,60,60,15,61,15,60,61,60,15,61,60,60,15,61,60,60,15,15,15,61,61,15,61,60,60,60,15,60,61,61,61,60,15,60,61,61,61,60,61,60,61,61,15,61,15,61,60,61,15,15,61,15,61,61,61,61,15,60,61,15,60,60,15,60,15,61,61,61,15,60,61,15,60,15,15,60,15,60,60,61,61,61,77,75
15,60,61,15,61,15,61,60,60,61,61,60,60,61,60,61,15,61,60,15,60,60,60,15,15,60,61,15,60,60,60,15,60,60,61,60,15,15,60,15,61,15,61,60,60,60,15,15,15,61,15,60,15,15,60,15,15,60,60,60,60,61,60,61,15,60,60,60,15,60,15,61,61,60,60,61,61,61,15,15,15,60,60,15,15,15,60,15,61,60,15,61,61,15,15,60,60,60,77,61
76,74,61,61,60,60,61,60,60,60,60,60,61,60,61,60,15,15,61,15,60,61,60,61,61,61,15,60,61,60,60,60,60,61,61,60,61,61,60,61,61,60,60,60,60,60,60,60,15,15,60,60,61,60,61,15,15,61,60,15,61,61,61,15,60,61,60,60,15,61,15,60,60,61,60,61,15,60,61,61,60,60,15,15,61,61,60,15,61,15,60,60,61,60,61,15,60,61,75,75
76,76,60,15,15,15,61,60,60,15,60,15,60,61,61,61,15,15,15,15,60,60,15,15,15,61,15,61,61,61,15,60,60,15,15,15,61,15,15,15,15,60,15,60,61,60,15,15,15,61,15,15,61,61,15,60,61,15,60,60,60,61,15,61,60,60,15,61,61,60,60,61,61,60,60,60,60,15,61,15,60,15,61,61,60,61,60,61,60,15,60,61,61,60,61,61,61,61,77,60
15,61,60,15,60,15,15,61,60,15,60,15,60,15,60,61,61,60,61,61,61,60,15,15,60,60,60,15,60,15,61,61,61,15,15,15,15,60,60,60,61,60,60,61,61,15,15,15,60,60,61,15,60,60,60,61,60,15,60,61,61,60,15,15,60,15,60,60,61,61,61,61,60,60,60,60,60,60,15,60,61,60,60,60,61,60,15,60,61,60,61,15,15,60,60,60,15,61,76,60
61,74,60,60,15,60,15,60,61,15,60,61,60,15,15,60,60,15,15,60,60,60,60,61,15,61,15,60,15,15,60,60,60,60,61,60,60,61,61,15,60,15,61,61,61,15,15,15,15,61,60,61,60,61,15,61,61,61,61,15,61,60,15,60,60,61,15,61,61,60,60,60,61,61,61,61,61,61,60,61,15,61,60,60,61,60,61,61,60,60,61,61,60,61,60,61,15,60,60,61
15,76,15,61,15,60,60,61,60,61,60,60,61,60,15,61,61,61,61,15,60,61,61,61,61,60,60,61,61,15,60,61,60,61,15,60,60,15,15,60,60,61,61,15,15,60,60,61,61,61,60,61,61,60,61,15,15,15,61,60,60,61,60,15,61,61,61,60,60,15,60,61,61,61,61,60,15,60,61,61,61,61,61,60,60,61,61,15,15,15,15,61,60,15,15,15,15,15,74,74
